# 月行九道 — Ecliptic trajectory (λ, β)
# DE440 1900–2100, 1-day steps
# Frame: SOFA IAU 2006 mean ecliptic/equinox of date
#
# day          lambda(deg)   beta(deg)
    842.0000    214.304787     -0.003594
    843.0000    226.316015      1.101040
    844.0000    238.223014      2.148010
    845.0000    250.064805      3.096496
    846.0000    261.887831      3.910797
    847.0000    273.746438      4.560006
    848.0000    285.702502      5.017307
    849.0000    297.824001      5.259284
    850.0000    310.182279      5.265732
    851.0000    322.847687      5.020544
    852.0000    335.883288      4.514197
    853.0000    349.336558      3.748172
    854.0000      3.229572      2.741016
    855.0000     17.549170      1.534617
    856.0000     32.239830      0.197880
    857.0000     47.202714     -1.175710
    858.0000     62.303732     -2.478684
    859.0000     77.390730     -3.606587
    860.0000     92.316003     -4.475549
    861.0000    106.957543     -5.033794
    862.0000    121.232900     -5.263891
    863.0000    135.102988     -5.177302
    864.0000    148.567262     -4.805458
    865.0000    161.653970     -4.191206
    866.0000    174.409242     -3.382606
    867.0000    186.887519     -2.429277
    868.0000    199.144440     -1.380610
    869.0000    211.232350     -0.284970
    870.0000    223.198128      0.810821
    871.0000    235.082889      1.862089
    872.0000    246.923099      2.827103
    873.0000    258.752642      3.667965
    874.0000    270.605401      4.351375
    875.0000    282.517908      4.849146
    876.0000    294.531608      5.138393
    877.0000    306.694303      5.201552
    878.0000    319.060360      5.026520
    879.0000    331.689231      4.607360
    880.0000    344.641814      3.946025
    881.0000    357.974188      3.055475
    882.0000     11.728447      1.964095
    883.0000     25.921019      0.720483
    884.0000     40.530152     -0.603553
    885.0000     55.486176     -1.914927
    886.0000     70.669627     -3.108738
    887.0000     85.921718     -4.084742
    888.0000    101.067362     -4.765768
    889.0000    115.944651     -5.110615
    890.0000    130.430678     -5.116481
    891.0000    144.455525     -4.811736
    892.0000    158.002499     -4.244091
    893.0000    171.098398     -3.469441
    894.0000    183.799599     -2.544236
    895.0000    196.178516     -1.521677
    896.0000    208.312725     -0.450678
    897.0000    220.277280      0.623717
    898.0000    232.139885      1.659525
    899.0000    243.958356      2.617265
    900.0000    255.779921      3.459955
    901.0000    267.642029      4.153699
    902.0000    279.574423      4.668706
    903.0000    291.602192      4.980497
    904.0000    303.749387      5.071022
    905.0000    316.042634      4.929543
    906.0000    328.514065      4.553309
    907.0000    341.202837      3.948231
    908.0000    354.154511      3.129901
    909.0000      7.417622      2.125258
    910.0000     21.036889      0.974901
    911.0000     35.042906     -0.264519
    912.0000     49.439091     -1.519325
    913.0000     64.188413     -2.701449
    914.0000     79.204615     -3.716741
    915.0000     94.353777     -4.478907
    916.0000    109.469962     -4.925476
    917.0000    124.382634     -5.029505
    918.0000    138.946911     -4.801889
    919.0000    153.065855     -4.283982
    920.0000    166.698674     -3.534981
    921.0000    179.855867     -2.619675
    922.0000    192.586785     -1.600037
    923.0000    204.965268     -0.531295
    924.0000    217.076943      0.538648
    925.0000    229.009466      1.568015
    926.0000    240.845644      2.519435
    927.0000    252.658848      3.358546
    928.0000    264.510213      4.053351
    929.0000    276.447316      4.574483
    930.0000    288.504318      4.896346
    931.0000    300.703605      4.998880
    932.0000    313.058894      4.869579
    933.0000    325.579462      4.505342
    934.0000    338.274814      3.913828
    935.0000    351.158778      3.114187
    936.0000      4.251919      2.137284
    937.0000     17.581258      1.025670
    938.0000     31.176550     -0.166558
    939.0000     45.062872     -1.374242
    940.0000     59.250040     -2.522769
    941.0000     73.720607     -3.532032
    942.0000     88.419848     -4.323832
    943.0000    103.252394     -4.832522
    944.0000    118.089523     -5.016526
    945.0000    132.787519     -4.866527
    946.0000    147.212196     -4.406562
    947.0000    161.261269     -3.687343
    948.0000    174.877604     -2.774814
    949.0000    188.051245     -1.738535
    950.0000    200.812792     -0.643320
    951.0000    213.222569      0.454822
    952.0000    225.359319      1.509226
    953.0000    237.310434      2.481056
    954.0000    249.164262      3.337103
    955.0000    261.004253      4.047813
    956.0000    272.904490      4.586123
    957.0000    284.926274      4.927390
    958.0000    297.115748      5.050493
    959.0000    309.502808      4.940001
    960.0000    322.101684      4.589028
    961.0000    334.913442      4.002174
    962.0000    347.930241      3.197797
    963.0000      1.140565      2.208984
    964.0000     14.534169      1.082897
    965.0000     28.105271     -0.121352
    966.0000     41.852841     -1.335878
    967.0000     55.777442     -2.487825
    968.0000     69.875014     -3.503689
    969.0000     84.128936     -4.314394
    970.0000     98.502650     -4.861380
    971.0000    112.935713     -5.103405
    972.0000    127.345785     -5.022804
    973.0000    141.637386     -4.629123
    974.0000    155.715639     -3.958248
    975.0000    169.501037     -3.066647
    976.0000    182.940915     -2.022336
    977.0000    196.015076     -0.895408
    978.0000    208.735455      0.249326
    979.0000    221.141549      1.356358
    980.0000    233.293783      2.380378
    981.0000    245.266558      3.285026
    982.0000    257.141875      4.040686
    983.0000    269.003766      4.622272
    984.0000    280.933388      5.007660
    985.0000    293.004509      5.177204
    986.0000    305.279239      5.114571
    987.0000    317.804132      4.808975
    988.0000    330.607101      4.258610
    989.0000    343.695841      3.474657
    990.0000    357.058428      2.484814
    991.0000     10.666399      1.335010
    992.0000     24.479889      0.088209
    993.0000     38.453668     -1.180008
    994.0000     52.542523     -2.388331
    995.0000     66.704666     -3.457562
    996.0000     80.902522     -4.317838
    997.0000     95.101233     -4.914273
    998.0000    109.265909     -5.210815
    999.0000    123.359045     -5.192468
   1000.0000    137.339419     -4.866042
   1001.0000    151.163233     -4.259235
   1002.0000    164.787479     -3.417763
   1003.0000    178.174752     -2.400528
   1004.0000    191.298287     -1.273399
   1005.0000    204.146057     -0.102753
   1006.0000    216.723165      1.049965
   1007.0000    229.052368      2.131741
   1008.0000    241.172983      3.099305
   1009.0000    253.138663      3.918620
   1010.0000    265.014500      4.563246
   1011.0000    276.873751      5.012332
   1012.0000    288.794285      5.248916
   1013.0000    300.854658      5.259038
   1014.0000    313.129642      5.032083
   1015.0000    325.685057      4.562610
   1016.0000    338.571947      3.853732
   1017.0000    351.820527      2.921680
   1018.0000      5.434830      1.800514
   1019.0000     19.389414      0.545173
   1020.0000     33.629635     -0.769242
   1021.0000     48.076452     -2.053387
   1022.0000     62.635551     -3.214275
   1023.0000     77.209120     -4.167829
   1024.0000     91.707522     -4.849609
   1025.0000    106.058131     -5.220881
   1026.0000    120.209628     -5.269470
   1027.0000    134.131700     -5.006769
   1028.0000    147.811359     -4.462982
   1029.0000    161.247724     -3.682174
   1030.0000    174.446952     -2.717830
   1031.0000    187.418473     -1.628942
   1032.0000    200.173039     -0.476399
   1033.0000    212.722566      0.680426
   1034.0000    225.081371      1.786728
   1035.0000    237.268217      2.794637
   1036.0000    249.308548      3.664591
   1037.0000    261.236389      4.365592
   1038.0000    273.095558      4.874504
   1039.0000    284.939995      5.174749
   1040.0000    296.833125      5.254896
   1041.0000    308.846188      5.107639
   1042.0000    321.055400      4.729638
   1043.0000    333.537695      4.122632
   1044.0000    346.364704      3.296084
   1045.0000    359.594746      2.271307
   1046.0000     13.262982      1.086393
   1047.0000     27.370858     -0.199733
   1048.0000     41.877293     -1.506752
   1049.0000     56.695336     -2.738555
   1050.0000     71.698023     -3.795775
   1051.0000     86.734670     -4.592349
   1052.0000    101.654386     -5.070208
   1053.0000    116.329627     -5.206533
   1054.0000    130.672348     -5.011946
   1055.0000    144.639059     -4.522358
   1056.0000    158.225971     -3.788980
   1057.0000    171.458405     -2.869920
   1058.0000    184.378794     -1.824652
   1059.0000    197.036198     -0.711030
   1060.0000    209.478691      0.416166
   1061.0000    221.748864      1.506077
   1062.0000    233.882146      2.512585
   1063.0000    245.907457      3.395255
   1064.0000    257.849563      4.120276
   1065.0000    269.732489      4.661137
   1066.0000    281.583285      4.998812
   1067.0000    293.435508      5.121417
   1068.0000    305.331890      5.023485
   1069.0000    317.325778      4.705195
   1070.0000    329.481077      4.171973
   1071.0000    341.870364      3.434921
   1072.0000    354.570775      2.512417
   1073.0000      7.657095      1.433031
   1074.0000     21.191500      0.239390
   1075.0000     35.209952     -1.008181
   1076.0000     49.706730     -2.230543
   1077.0000     64.621086     -3.334097
   1078.0000     79.832516     -4.222534
   1079.0000     95.170988     -4.814362
   1080.0000    110.443362     -5.060047
   1081.0000    125.468631     -4.951100
   1082.0000    140.108980     -4.517349
   1083.0000    154.286109     -3.815175
   1084.0000    167.980715     -2.913236
   1085.0000    181.220322     -1.881089
   1086.0000    194.062761     -0.782753
   1087.0000    206.580672      0.325516
   1088.0000    218.849485      1.394975
   1089.0000    230.939310      2.383269
   1090.0000    242.910250      3.253451
   1091.0000    254.810526      3.973590
   1092.0000    266.676864      4.517040
   1093.0000    278.536748      4.863125
   1094.0000    290.412075      4.997932
   1095.0000    302.323659      4.914868
   1096.0000    314.295895      4.614836
   1097.0000    326.360855      4.106027
