# 月行九道 — Ecliptic trajectory (λ, β)
# DE440 1900–2100, 1-day steps
# Frame: fixed J2000 mean ecliptic approximation
#
# day          lambda(deg)   beta(deg)
  18861.0000     43.576719      4.707818
  18862.0000     55.888784      5.109443
  18863.0000     67.978676      5.276171
  18864.0000     79.921596      5.212246
  18865.0000     91.792229      4.926002
  18866.0000    103.660939      4.429461
  18867.0000    115.590941      3.739048
  18868.0000    127.636289      2.877001
  18869.0000    139.840620      1.872988
  18870.0000    152.236657      0.765376
  18871.0000    164.846521     -0.398391
  18872.0000    177.682782     -1.562732
  18873.0000    190.750061     -2.666297
  18874.0000    204.046821     -3.645590
  18875.0000    217.566841     -4.439351
  18876.0000    231.299851     -4.993178
  18877.0000    245.230986     -5.263997
  18878.0000    259.338985     -5.224239
  18879.0000    273.593576     -4.865646
  18880.0000    287.952882     -4.202368
  18881.0000    302.362040     -3.272537
  18882.0000    316.754134     -2.137089
  18883.0000    331.054115     -0.874827
  18884.0000    345.185465      0.426188
  18885.0000    359.078506      1.679257
  18886.0000     12.678567      2.808910
  18887.0000     25.952275      3.757475
  18888.0000     38.890823      4.487236
  18889.0000     51.510009      4.978729
  18890.0000     63.847646      5.226809
  18891.0000     75.959337      5.236188
  18892.0000     87.913583      5.017704
  18893.0000     99.786879      4.585930
  18894.0000    111.659091      3.958280
  18895.0000    123.609098      3.155462
  18896.0000    135.710533      2.202984
  18897.0000    148.027475      1.133262
  18898.0000    160.610053     -0.012295
  18899.0000    173.490277     -1.182064
  18900.0000    186.678703     -2.314774
  18901.0000    200.162901     -3.342592
  18902.0000    213.908679     -4.196827
  18903.0000    227.864552     -4.815400
  18904.0000    241.969002     -5.150429
  18905.0000    256.158961     -5.174099
  18906.0000    270.377325     -4.881632
  18907.0000    284.577517     -4.291260
  18908.0000    298.724223     -3.441908
  18909.0000    312.790742     -2.389508
  18910.0000    326.754421     -1.202492
  18911.0000    340.592086      0.043418
  18912.0000    354.277181      1.271108
  18913.0000      7.779691      2.408349
  18914.0000     21.068983      3.393624
  18915.0000     34.118785      4.180388
  18916.0000     46.912882      4.738946
  18917.0000     59.449993      5.055755
  18918.0000     71.746749      5.130778
  18919.0000     83.838418      4.973895
  18920.0000     95.777629      4.601438
  18921.0000    107.631675      4.033587
  18922.0000    119.478939      3.293025
  18923.0000    131.404725      2.404938
  18924.0000    143.496441      1.398212
  18925.0000    155.837868      0.307539
  18926.0000    168.502147     -0.824138
  18927.0000    181.543427     -1.943717
  18928.0000    194.987807     -2.987832
  18929.0000    208.825338     -3.885924
  18930.0000    223.006001     -4.567274
  18931.0000    237.442792     -4.971266
  18932.0000    252.023375     -5.058201
  18933.0000    266.628326     -4.816916
  18934.0000    281.150576     -4.266450
  18935.0000    295.509877     -3.451667
  18936.0000    309.658542     -2.435202
  18937.0000    323.578590     -1.288839
  18938.0000    337.273263     -0.086431
  18939.0000    350.756664      1.101088
  18940.0000      4.044535      2.209083
  18941.0000     17.148009      3.181738
  18942.0000     30.071087      3.974141
  18943.0000     42.811677      4.553905
  18944.0000     55.365408      4.901988
  18945.0000     67.730914      5.012379
  18946.0000     79.915213      4.890601
  18947.0000     91.938009      4.551352
  18948.0000    103.834261      4.015845
  18949.0000    115.654907      3.309471
  18950.0000    127.465933      2.460258
  18951.0000    139.346086      1.498408
  18952.0000    151.383323      0.456954
  18953.0000    163.669763     -0.626613
  18954.0000    176.294644     -1.708156
  18955.0000    189.334690     -2.734916
  18956.0000    202.841784     -3.644988
  18957.0000    216.829177     -4.369915
  18958.0000    231.259611     -4.841811
  18959.0000    246.040820     -5.004968
  18960.0000    261.033659     -4.829115
  18961.0000    276.073907     -4.319086
  18962.0000    291.001858     -3.516043
  18963.0000    305.689179     -2.489383
  18964.0000    320.054160     -1.323175
  18965.0000    334.062956     -0.102825
  18966.0000    347.720436      1.094177
  18967.0000      1.056513      2.202646
  18968.0000     14.112723      3.170592
  18969.0000     26.931718      3.958459
  18970.0000     39.550574      4.538072
  18971.0000     51.997855      4.891895
  18972.0000     64.293884      5.012606
  18973.0000     76.453452      4.902688
  18974.0000     88.490031      4.573701
  18975.0000    100.420493      4.045082
  18976.0000    112.269456      3.342536
  18977.0000    124.072599      2.496335
  18978.0000    135.878581      1.539880
  18979.0000    147.749446      0.508883
  18980.0000    159.759446     -0.558623
  18981.0000    171.992107     -1.621462
  18982.0000    184.535116     -2.633919
  18983.0000    197.472387     -3.544371
  18984.0000    210.872724     -4.294979
  18985.0000    224.775279     -4.823927
  18986.0000    239.173847     -5.071732
  18987.0000    254.004752     -4.992157
  18988.0000    269.145056     -4.565696
  18989.0000    284.426281     -3.810448
  18990.0000    299.662491     -2.784228
  18991.0000    314.683695     -1.575198
  18992.0000    329.362365     -0.284632
  18993.0000    343.625358      0.990674
  18994.0000    357.451328      2.170204
  18995.0000     10.859066      3.194056
  18996.0000     23.892989      4.021783
  18997.0000     36.609955      4.628752
  18998.0000     49.069299      5.002342
  18999.0000     61.326354      5.139108
  19000.0000     73.429108      5.043141
  19001.0000     85.417390      4.725334
  19002.0000     97.324014      4.203108
  19003.0000    109.177300      3.500165
  19004.0000    121.004400      2.645993
  19005.0000    132.834847      1.675044
  19006.0000    144.703770      0.625698
  19007.0000    156.654318     -0.460727
  19008.0000    168.738866     -1.540673
  19009.0000    181.018660     -2.568584
  19010.0000    193.561469     -3.496754
  19011.0000    206.436776     -4.275143
  19012.0000    219.707996     -4.851901
  19013.0000    233.421587     -5.175652
  19014.0000    247.593829     -5.200718
  19015.0000    262.197835     -4.895817
  19016.0000    277.155331     -4.255059
  19017.0000    292.338480     -3.307532
  19018.0000    307.584697     -2.120054
  19019.0000    322.721943     -0.789353
  19020.0000    337.596608      0.574868
  19021.0000    352.094908      1.869266
  19022.0000      6.152516      3.011167
  19023.0000     19.752776      3.944274
  19024.0000     32.917530      4.636980
  19025.0000     45.695182      5.076856
  19026.0000     58.149328      5.264595
  19027.0000     70.349574      5.209246
  19028.0000     82.364939      4.925305
  19029.0000     94.259632      4.431455
  19030.0000    106.090763      3.750420
  19031.0000    117.907616      2.909408
  19032.0000    129.752131      1.940606
  19033.0000    141.660325      0.881387
  19034.0000    153.664347     -0.226021
  19035.0000    165.794822     -1.335402
  19036.0000    178.083058     -2.397845
  19037.0000    190.562662     -3.363234
  19038.0000    203.270029     -4.181761
  19039.0000    216.243214     -4.805465
  19040.0000    229.518762     -5.190078
  19041.0000    243.126252     -5.297700
  19042.0000    257.080789     -5.100912
  19043.0000    271.374372     -4.588595
  19044.0000    285.968094     -3.772760
  19045.0000    300.787962     -2.694273
  19046.0000    315.727163     -1.424155
  19047.0000    330.656190     -0.057584
  19048.0000    345.439470      1.299447
  19049.0000    359.954395      2.546927
  19050.0000     14.107523      3.605050
  19051.0000     27.844021      4.421414
  19052.0000     41.149250      4.970606
  19053.0000     54.044042      5.248752
  19054.0000     66.576466      5.266469
  19055.0000     78.812704      5.042745
  19056.0000     90.828772      4.600837
  19057.0000    102.703784      3.966280
  19058.0000    114.514857      3.166536
  19059.0000    126.333373      2.231719
  19060.0000    138.222317      1.195777
  19061.0000    150.234460      0.097613
  19062.0000    162.411323     -1.018373
  19063.0000    174.782939     -2.102687
  19064.0000    187.368501     -3.102303
  19065.0000    200.177886     -3.963321
  19066.0000    213.213884     -4.634402
  19067.0000    226.474718     -5.070500
  19068.0000    239.956189     -5.236447
  19069.0000    253.652729     -5.110178
  19070.0000    267.556696     -4.685577
  19071.0000    281.655687     -3.975055
  19072.0000    295.928156     -3.011641
  19073.0000    310.338398     -1.849840
  19074.0000    324.832607     -0.563941
  19075.0000    339.338061      0.757496
  19076.0000    353.767052      2.021172
  19077.0000      8.025870      3.140863
  19078.0000     22.027157      4.048226
  19079.0000     35.702420      4.699297
  19080.0000     49.011297      5.075275
  19081.0000     61.945553      5.178550
  19082.0000     74.527827      5.026382
  19083.0000     86.806642      4.644642
  19084.0000     98.849655      4.063122
  19085.0000    110.736730      3.312897
  19086.0000    122.553630      2.425559
  19087.0000    134.386539      1.433838
  19088.0000    146.317191      0.373036
  19089.0000    158.418307     -0.717306
  19090.0000    170.749174     -1.792142
  19091.0000    183.351494     -2.800725
  19092.0000    196.246067     -3.688063
  19093.0000    209.431206     -4.398393
  19094.0000    222.883881     -4.880420
  19095.0000    236.564114     -5.093457
  19096.0000    250.422194     -5.013072
  19097.0000    264.407077     -4.634902
  19098.0000    278.473651     -3.975927
  19099.0000    292.586766     -3.073334
  19100.0000    306.720973     -1.981678
  19101.0000    320.856386     -0.769003
  19102.0000    334.972311      0.487801
  19103.0000    349.040927      1.708538
  19104.0000      3.023425      2.816210
  19105.0000     16.870325      3.743989
  19106.0000     30.526430      4.441419
  19107.0000     43.939260      4.878317
  19108.0000     57.068512      5.045346
  19109.0000     69.893884      4.951353
  19110.0000     82.419414      4.618616
  19111.0000     94.673973      4.077605
  19112.0000    106.708675      3.362583
  19113.0000    118.592463      2.508784
  19114.0000    130.406970      1.551282
  19115.0000    142.241226      0.525307
  19116.0000    154.186292     -0.532444
  19117.0000    166.329548     -1.582028
  19118.0000    178.748261     -2.578661
  19119.0000    191.502302     -3.472072
  19120.0000    204.626487     -4.207713
  19121.0000    218.123932     -4.730579
  19122.0000    231.962700     -4.991766
  19123.0000    246.078148     -4.956781
  19124.0000    260.382117     -4.613311
  19125.0000    274.777474     -3.975746
  19126.0000    289.173920     -3.084691
  19127.0000    303.500173     -2.001725
  19128.0000    317.709280     -0.801449
  19129.0000    331.776740      0.436718
  19130.0000    345.693566      1.635362
  19131.0000    359.457431      2.724118
  19132.0000     13.064789      3.643341
  19133.0000     26.506009      4.346906
  19134.0000     39.764458      4.804234
  19135.0000     52.819352      5.001293
  19136.0000     65.651248      4.940138
  19137.0000     78.248436      4.636885
  19138.0000     90.612518      4.118427
  19139.0000    102.762017      3.418643
  19140.0000    114.733629      2.574917
  19141.0000    126.581411      1.625598
  19142.0000    138.374457      0.608725
  19143.0000    150.193582     -0.438015
  19144.0000    162.127196     -1.476338
  19145.0000    174.266245     -2.465845
  19146.0000    186.697801     -3.362496
  19147.0000    199.496894     -4.117861
  19148.0000    212.716580     -4.680127
  19149.0000    226.377272     -4.997897
  19150.0000    240.457815     -5.027305
  19151.0000    254.892076     -4.741689
  19152.0000    269.574546     -4.141131
  19153.0000    284.375697     -3.257893
  19154.0000    299.163408     -2.154605
  19155.0000    313.823557     -0.915142
  19156.0000    328.273403      0.368400
  19157.0000    342.465173      1.608003
  19158.0000    356.381419      2.728140
  19159.0000     10.025912      3.669701
  19160.0000     23.413794      4.390636
  19161.0000     36.563512      4.864945
  19162.0000     49.491732      5.081203
